path;total_conversions;total_conversion_value;total_null
SEA > SEA > SEA > SEA > SEA > SEA;0;0;9
SEA > SEA > SEA > SEA > SEA > SEA > Retargeting;0;0;1
SEA > SEA > SEA > SEA > SEA > SEA > SEA;0;0;2
SEA > SEA > SEA > SEA > SEA > SEA > SEO;0;0;1
SEA > SEA > SEA > SEA > SEA > SEO;0;0;3
SEA > SEA > SEA > SEA > SEO;0;0;6
SEA > SEA > SEA > SEA > SEO > SEA;0;0;2
SEA > SEA > SEA > SEA > SEO > SEA > SEA;1;71.11697416;0
SEA > SEA > SEA > SEA > SEO > SEO;0;0;4
SEA > SEA > SEA > SEO;2;126.7647685;44
SEA > SEA > SEA > SEO > Display;0;0;1
SEA > SEA > SEA > SEO > SEA;0;0;3
SEA > SEA > SEA > SEO > SEA > Price_comparison;1;67.82978129;0
SEA > SEA > SEA > SEO > SEA > SEA > SEA;0;0;1
SEA > SEA > SEA > SEO > SEO;1;68.37023027;23
SEA > SEA > SEA > SEO > SEO > SEA;0;0;1
SEA > SEA > SEA > SEO > SEO > SEA > Display;0;0;1
SEA > SEA > SEA > SEO > SEO > SEO;1;75.56700072;3
SEA > SEA > SEA > SEO > SEO > SEO > SEA;0;0;1
SEA > SEA > SEA > SEO > SEO > SEO > SEO;0;0;1
SEA > SEA > SEO;7;485.7757153;262
SEA > SEA > SEO > Affiliate;0;0;2
SEA > SEA > SEO > Display;0;0;1
SEA > SEA > SEO > Display > Display;0;0;1
SEA > SEA > SEO > Display > Display > Display > Display;0;0;2
SEA > SEA > SEO > Display > Display > Display > Display > Display;0;0;2
SEA > SEA > SEO > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEO > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEO > Display > Newsletter;0;0;1
SEA > SEA > SEO > Display > Newsletter > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEO > Other;0;0;3
SEA > SEA > SEO > Other > Other;0;0;1
SEA > SEA > SEO > Price_comparison;0;0;2
SEA > SEA > SEO > SEA;0;0;17
SEA > SEA > SEO > SEA > Other;0;0;1
SEA > SEA > SEO > SEA > SEA;1;84.01577354;6
SEA > SEA > SEO > SEA > SEA > SEO;0;0;1
SEA > SEA > SEO > SEA > SEO;0;0;2
SEA > SEA > SEO > SEA > SEO > SEO > SEO;0;0;2
SEA > SEA > SEO > SEO;0;0;75
SEA > SEA > SEO > SEO > Affiliate;0;0;2
SEA > SEA > SEO > SEO > Display > Display > Display > Display;0;0;1
SEA > SEA > SEO > SEO > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEO > SEO > Other;0;0;1
SEA > SEA > SEO > SEO > SEA;0;0;6
SEA > SEA > SEO > SEO > SEA > Retargeting > Retargeting > Retargeting > Retargeting;0;0;1
SEA > SEA > SEO > SEO > SEA > SEA > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEA > SEO > SEO > SEA > SEA > SEA;0;0;2
SEA > SEA > SEO > SEO > SEA > SEO;0;0;1
SEA > SEA > SEO > SEO > SEO;0;0;24
SEA > SEA > SEO > SEO > SEO > SEA > SEA;0;0;1
SEA > SEA > SEO > SEO > SEO > SEO;0;0;5
SEA > SEA > SEO > SEO > SEO > SEO > Affiliate > Affiliate > Affiliate > Affiliate;0;0;1
SEA > SEA > SEO > SEO > SEO > SEO > SEO;0;0;4
SEA > SEA > SEO > SEO > SEO > SEO > SEO > SEO;0;0;1
SEA > SEO;42;2929.610852;1333
SEA > SEO > Affiliate;0;0;9
SEA > SEO > Affiliate > Other > Other;0;0;1
SEA > SEO > Display;0;0;9
SEA > SEO > Display > Display;0;0;7
SEA > SEO > Display > Display > Affiliate > Affiliate;0;0;1
SEA > SEO > Display > Display > Display;0;0;5
SEA > SEO > Display > Display > Display > Display;0;0;3
SEA > SEO > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > Display > Display > Display > Display > Display > Display;0;0;3
SEA > SEO > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > Display > Display > Display > Display > Newsletter;0;0;1
SEA > SEO > Display > Display > Display > Display > Newsletter > Newsletter > Retargeting > Other;0;0;1
SEA > SEO > Display > Display > Newsletter;0;0;1
SEA > SEO > Display > Newsletter > SEA > SEA;0;0;1
SEA > SEO > Newsletter;0;0;2
SEA > SEO > Other;0;0;6
SEA > SEO > Other > Other;0;0;1
SEA > SEO > Other > SEA;0;0;1
SEA > SEO > Price_comparison;0;0;2
SEA > SEO > Price_comparison > Price_comparison;0;0;1
SEA > SEO > Retargeting;0;0;2
SEA > SEO > SEA;2;128.9005373;127
SEA > SEO > SEA > Affiliate;0;0;3
SEA > SEO > SEA > Display > Display > Display;0;0;2
SEA > SEO > SEA > Display > Display > Display > Display;0;0;1
SEA > SEO > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > SEA > Price_comparison;0;0;2
SEA > SEO > SEA > SEA;0;0;22
SEA > SEO > SEA > SEA > Display > Display > Display;0;0;1
SEA > SEO > SEA > SEA > Display > Display > Display > Display;0;0;1
SEA > SEO > SEA > SEA > SEA > SEA;0;0;1
SEA > SEO > SEA > SEA > SEA > SEA > SEO;0;0;1
SEA > SEO > SEA > SEA > SEA > SEO;0;0;1
SEA > SEO > SEA > SEA > SEO;0;0;1
SEA > SEO > SEA > SEO;1;78.76382621;4
SEA > SEO > SEA > SEO > SEO;0;0;1
SEA > SEO > SEO;19;1387.127017;363
SEA > SEO > SEO > Affiliate;0;0;3
SEA > SEO > SEO > Display;0;0;2
SEA > SEO > SEO > Display > Display;0;0;1
SEA > SEO > SEO > Display > Display > Display;0;0;8
SEA > SEO > SEO > Display > Display > Display > Display;0;0;1
SEA > SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > SEO > Other;0;0;1
SEA > SEO > SEO > Price_comparison > Price_comparison;0;0;2
SEA > SEO > SEO > Price_comparison > Retargeting;0;0;1
SEA > SEO > SEO > Retargeting > Retargeting > Retargeting;0;0;1
SEA > SEO > SEO > SEA;1;53.03159291;25
SEA > SEO > SEO > SEA > SEA;0;0;3
SEA > SEO > SEO > SEA > SEA > SEO;0;0;1
SEA > SEO > SEO > SEA > SEO;0;0;3
SEA > SEO > SEO > SEA > SEO > SEO > SEO;0;0;1
SEA > SEO > SEO > SEO;3;203.8143006;87
SEA > SEO > SEO > SEO > Affiliate;0;0;1
SEA > SEO > SEO > SEO > Display > Display;0;0;1
SEA > SEO > SEO > SEO > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > SEO > SEO > Display > Display > Newsletter;0;0;1
SEA > SEO > SEO > SEO > Display > Newsletter > Newsletter;0;0;1
SEA > SEO > SEO > SEO > SEA;0;0;7
SEA > SEO > SEO > SEO > SEO;0;0;27
SEA > SEO > SEO > SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEA > SEO > SEO > SEO > SEO > SEA;0;0;3
SEA > SEO > SEO > SEO > SEO > SEA > Display;0;0;1
SEA > SEO > SEO > SEO > SEO > SEO;0;0;3
SEA > SEO > SEO > SEO > SEO > SEO > SEA;0;0;1
SEA > SEO > SEO > SEO > SEO > SEO > SEO;0;0;1
SEA > SEO > SEO > SEO > SEO > SEO > SEO > SEO;0;0;2
SEA > SEO > SEO > SEO > SEO > SEO > SEO > SEO > SEO;0;0;1
SEA > SEO > SEO > SEO > SEO > SEO > SEO > SEO > SEO > SEO > SEO;0;0;1
SEO;117;8217.543216;5234
SEO > Affiliate;0;0;37
SEO > Affiliate > Affiliate;1;88.19755053;6
SEO > Affiliate > Display > Display;0;0;1
SEO > Affiliate > Display > Display > Display;0;0;2
SEO > Affiliate > Display > Display > Display > Display > Display;0;0;1
SEO > Affiliate > Newsletter;0;0;2
SEO > Display;0;0;41
SEO > Display > Display;0;0;23
SEO > Display > Display > Display;0;0;25
SEO > Display > Display > Display > Display;0;0;16
SEO > Display > Display > Display > Display > Display;0;0;10
SEO > Display > Display > Display > Display > Display > Display;0;0;18
SEO > Display > Display > Display > Display > Display > Display > Display;0;0;8
SEO > Display > Display > Display > Display > Display > Display > Display > Display;0;0;6
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;6
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;4
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;3
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEO > Display > Display > Display > Display > Display > Newsletter > Display > Newsletter;0;0;1
SEO > Display > Display > Display > Newsletter;0;0;3
SEO > Display > Display > Display > SEO;0;0;1
SEO > Display > Display > Newsletter;0;0;2
SEO > Display > Newsletter;0;0;4
SEO > Display > Newsletter > Display > Display > Display > Display;0;0;1
SEO > Newsletter;0;0;6
SEO > Newsletter > Newsletter;0;0;2
SEO > Other;0;0;23
SEO > Other > Display > Display > Display > Display > Display;0;0;1
SEO > Other > Other;0;0;7
SEO > Other > SEA;0;0;1
SEO > Price_comparison;1;65.53536222;7
SEO > Price_comparison > Display;0;0;1
SEO > Price_comparison > Price_comparison;0;0;3
SEO > Price_comparison > Price_comparison > Price_comparison;0;0;1
SEO > Price_comparison > SEA;0;0;2
SEO > Price_comparison > SEA > SEO;0;0;1
SEO > Retargeting;0;0;8
SEO > Retargeting > Retargeting;0;0;1
SEO > Retargeting > Retargeting > Retargeting;0;0;2
SEO > Retargeting > Retargeting > Retargeting > Other;0;0;2
SEO > SEA;11;729.9270207;419
SEO > SEA > Affiliate;0;0;3
SEO > SEA > Affiliate > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEA > Display;0;0;9
SEO > SEA > Display > Display;0;0;4
SEO > SEA > Display > Display > Display;0;0;3
SEO > SEA > Display > Display > Display > Display;0;0;2
SEO > SEA > Display > Display > Display > Display > Display;0;0;1
SEO > SEA > Display > Display > Display > Display > Display > Display;0;0;2
SEO > SEA > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEO > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > SEO;0;0;1
SEO > SEA > Display > Display > Display > Newsletter;0;0;1
SEO > SEA > Display > Display > Newsletter;0;0;1
SEO > SEA > Display > Display > Newsletter > Newsletter > Newsletter > Newsletter;1;42.17040927;0
SEO > SEA > Display > Newsletter > SEA;0;0;1
SEO > SEA > Newsletter;0;0;1
SEO > SEA > Other;0;0;3
SEO > SEA > Other > Other;0;0;1
SEO > SEA > Other > Other > Other;0;0;1
SEO > SEA > Other > Other > Other > SEA;0;0;1
SEO > SEA > Price_comparison;0;0;1
SEO > SEA > Retargeting;0;0;2
SEO > SEA > SEA;6;360.4028868;83
SEO > SEA > SEA > Affiliate;1;57.94759752;0
SEO > SEA > SEA > Display > Display > Display > Display;0;0;1
SEO > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEA > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEA > SEA > Display > Display > Price_comparison;0;0;1
SEO > SEA > SEA > Price_comparison;0;0;2
SEO > SEA > SEA > Retargeting;0;0;1
SEO > SEA > SEA > SEA;0;0;14
SEO > SEA > SEA > SEA > Other > Other;0;0;1
SEO > SEA > SEA > SEA > SEA;0;0;4
SEO > SEA > SEA > SEA > SEA > SEA;0;0;2
SEO > SEA > SEA > SEA > SEO;1;65.96201764;2
SEO > SEA > SEA > SEO;1;57.25800625;3
SEO > SEA > SEA > SEO > Price_comparison;0;0;1
SEO > SEA > SEA > SEO > SEO;0;0;1
SEO > SEA > SEA > SEO > SEO > Display > Display > Display;0;0;1
SEO > SEA > SEA > SEO > SEO > Price_comparison;1;78.49305354;0
SEO > SEA > SEA > SEO > SEO > SEO;0;0;1
SEO > SEA > SEO;0;0;25
SEO > SEA > SEO > SEA;0;0;3
SEO > SEA > SEO > SEA > SEA;0;0;1
SEO > SEA > SEO > SEO;0;0;5
SEO > SEA > SEO > SEO > SEO;0;0;1
SEO > SEA > SEO > SEO > SEO > SEO;0;0;1
SEO > SEO;47;3078.459901;1473
SEO > SEO > Affiliate;1;86.27709848;6
SEO > SEO > Affiliate > Affiliate;0;0;4
SEO > SEO > Affiliate > Affiliate > Affiliate;0;0;1
SEO > SEO > Display;0;0;14
SEO > SEO > Display > Display;0;0;7
SEO > SEO > Display > Display > Display;0;0;5
SEO > SEO > Display > Display > Display > Display;0;0;6
SEO > SEO > Display > Display > Display > Display > Display;0;0;4
SEO > SEO > Display > Display > Display > Display > Display > Affiliate;0;0;1
SEO > SEO > Display > Display > Display > Display > Display > Display;0;0;4
SEO > SEO > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEO > SEO > Display > Display > Display > Newsletter;0;0;1
SEO > SEO > Display > Display > Display > Newsletter > Newsletter;0;0;1
SEO > SEO > Display > Display > Newsletter;0;0;2
SEO > SEO > Display > Newsletter;0;0;1
SEO > SEO > Newsletter;0;0;1
SEO > SEO > Newsletter > Newsletter > Price_comparison > Price_comparison;0;0;1
SEO > SEO > Other;0;0;5
SEO > SEO > Other > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEO > SEO > Other > Other;0;0;3
SEO > SEO > Other > SEA > SEA;1;71.32766131;1
SEO > SEO > Price_comparison;1;51.15837948;3
SEO > SEO > Price_comparison > Display > Display > Display > Display;0;0;1
SEO > SEO > Price_comparison > Price_comparison;0;0;2
SEO > SEO > Price_comparison > Price_comparison > Price_comparison;0;0;1
SEO > SEO > SEA;1;63.74197482;113
SEO > SEO > SEA > Affiliate;0;0;1
SEO > SEO > SEA > Affiliate > Affiliate > Affiliate > SEO > SEO > SEO;0;0;1
SEO > SEO > SEA > Display;0;0;3
SEO > SEO > SEA > Display > Display;0;0;1
SEO > SEO > SEA > Display > Display > Display > Display;0;0;2
SEO > SEO > SEA > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEO > SEO > SEA > Display > Display > Display > Newsletter;0;0;1
SEO > SEO > SEA > Other;0;0;1
SEO > SEO > SEA > SEA;3;216.7413176;40
SEO > SEO > SEA > SEA > Affiliate;0;0;2
SEO > SEO > SEA > SEA > Display > Display;0;0;2
SEO > SEO > SEA > SEA > SEA;0;0;6
SEO > SEO > SEA > SEA > SEA > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > SEA > SEA > SEA > SEA;0;0;1
SEO > SEO > SEA > SEA > SEA > SEA > SEA > SEA > SEA;0;0;1
SEO > SEO > SEA > SEA > SEO > SEO;0;0;1
SEO > SEO > SEA > SEA > SEO > SEO > SEA > SEA;0;0;1
SEO > SEO > SEA > SEO;0;0;9
SEO > SEO > SEA > SEO > SEO;0;0;1
SEO > SEO > SEA > SEO > SEO > SEO > SEA > SEA > SEA;0;0;1
SEO > SEO > SEO;10;617.6151782;453
SEO > SEO > SEO > Affiliate;0;0;2
SEO > SEO > SEO > Affiliate > Affiliate > Affiliate;0;0;1
SEO > SEO > SEO > Display;0;0;2
SEO > SEO > SEO > Display > Display;0;0;1
SEO > SEO > SEO > Display > Display > Display;0;0;2
SEO > SEO > SEO > Display > Display > Display > Display;0;0;4
SEO > SEO > SEO > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > SEO > Newsletter;0;0;2
SEO > SEO > SEO > Other;0;0;3
SEO > SEO > SEO > Other > Other;0;0;1
SEO > SEO > SEO > Price_comparison;0;0;1
SEO > SEO > SEO > Price_comparison > Price_comparison > Price_comparison;0;0;1
SEO > SEO > SEO > Retargeting;0;0;2
SEO > SEO > SEO > Retargeting > Other > Other;0;0;1
SEO > SEO > SEO > SEA;1;60.35981228;47
SEO > SEO > SEO > SEA > Display;0;0;1
SEO > SEO > SEO > SEA > Display > Display > Display;0;0;1
SEO > SEO > SEO > SEA > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > SEO > SEA > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > SEO > SEA > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display > Display;0;0;1
SEO > SEO > SEO > SEA > Other;1;78.5553194;0
SEO > SEO > SEO > SEA > Other > Other;0;0;1
SEO > SEO > SEO > SEA > SEA;0;0;10
SEO > SEO > SEO > SEA > SEA > SEA;0;0;1
SEO > SEO > SEO > SEA > SEO;0;0;2
SEO > SEO > SEO > SEA > SEO > SEO;0;0;1
SEO > SEO > SEO > SEO;3;212.0823532;137
SEO > SEO > SEO > SEO > Affiliate;0;0;2
SEO > SEO > SEO > SEO > Display;0;0;2
SEO > SEO > SEO > SEO > Display > Display > Display;0;0;1
SEO > SEO > SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display;0;0;2
SEO > SEO > SEO > SEO > Display > Display > Display > Display > Display > Display > Display > Display > Newsletter;0;0;1
SEO > SEO > SEO > SEO > Other > Other;0;0;1
SEO > SEO > SEO > SEO > Price_comparison > Price_comparison;1;77.73133833;0
SEO > SEO > SEO > SEO > SEA;0;0;8
SEO > SEO > SEO > SEO > SEA > Affiliate;0;0;1
SEO > SEO > SEO > SEO > SEA > SEA;0;0;3
SEO > SEO > SEO > SEO > SEA > SEA > SEA > SEA;0;0;1
SEO > SEO > SEO > SEO > SEA > SEO;0;0;1
SEO > SEO > SEO > SEO > SEO;0;0;35
SEO > SEO > SEO > SEO > SEO > Affiliate;0;0;1
SEO > SEO > SEO > SEO > SEO > Display > Display > Display;0;0;1
SEO > SEO > SEO > SEO > SEO > SEA;0;0;5
SEO > SEO > SEO > SEO > SEO > SEO;0;0;4
SEO > SEO > SEO > SEO > SEO > SEO > SEA;0;0;1
SEO > SEO > SEO > SEO > SEO > SEO > SEO;0;0;5
